=== Run information ===

Scheme:weka.classifiers.functions.Logistic -R 1.0E-8 -M -1
Relation:     classes
    44        1:0        1:0         *0.937  0.063
    45        1:0        1:0         *0.973  0.027
    46        1:0        1:0         *0.995  0.005
    47        1:0        1:0         *1      0    
    48        1:0        1:0         *0.968  0.032
    49        1:0        1:0         *0.715  0.285
    50        1:0        1:0         *0.999  0.001
    51        1:0        1:0         *1      0    
    52        1:0        1:0         *0.586  0.414
    53        1:0        1:0         *1      0    
    54        1:0        1:0         *0.991  0.009
    55        1:0        1:0         *0.753  0.247
    56        1:0        1:0         *0.999  0.001
    57        1:0        1:0         *0.899  0.101
    58        1:0        1:0         *1      0    
    59        1:0        1:0         *0.756  0.244
    60        1:0        1:0         *0.994  0.006
    61        1:0        2:1      +   0.253 *0.747
    62        1:0        1:0         *0.687  0.313
    63        1:0        1:0         *1      0    
    64        1:0        1:0         *0.907  0.093
    65        1:0        1:0         *0.749  0.251
    66        1:0        1:0         *0.74   0.26 
    67        1:0        1:0         *0.961  0.039
     1        2:1        1:0      +  *0.98   0.02 
     2        2:1        2:1          0.462 *0.538
     3        2:1        2:1          0.013 *0.987
     4        2:1        2:1          0.001 *0.999
     5        2:1        2:1          0     *1    
     6        2:1        2:1          0.002 *0.998
     7        2:1        2:1          0.001 *0.999
     8        2:1        2:1          0.24  *0.76 
     9        2:1        2:1          0.001 *0.999
    10        2:1        2:1          0.123 *0.877
    11        2:1        2:1          0.029 *0.971
    12        2:1        2:1          0.114 *0.886
    13        2:1        2:1          0     *1    
    14        2:1        2:1          0.001 *0.999
    15        2:1        2:1          0.102 *0.898
    16        2:1        2:1          0     *1    
    17        2:1        2:1          0.049 *0.951
    18        2:1        2:1          0     *1    
    19        2:1        2:1          0.004 *0.996
    20        2:1        2:1          0.083 *0.917
    21        2:1        2:1          0     *1    
    22        2:1        2:1          0.003 *0.997
    23        2:1        2:1          0.044 *0.956
    24        2:1        2:1          0.021 *0.979
    25        2:1        1:0      +  *0.588  0.412
    26        2:1        2:1          0.011 *0.989
    27        2:1        2:1          0.015 *0.985
    28        2:1        2:1          0     *1    
    29        2:1        2:1          0.09  *0.91 
    30        2:1        2:1          0     *1    
    31        2:1        2:1          0     *1    
    32        2:1        2:1          0.026 *0.974
    33        2:1        2:1          0.001 *0.999
    34        2:1        2:1          0.433 *0.567
    35        1:0        2:1      +   0.108 *0.892
    36        1:0        1:0         *0.845  0.155
    37        1:0        1:0         *0.959  0.041
    38        1:0        1:0         *1      0    
    39        1:0        1:0         *1      0    
    40        1:0        1:0         *0.855  0.145
    41        1:0        1:0         *0.826  0.174
    42        1:0        1:0         *0.868  0.132
    43        1:0        1:0         *0.583  0.417
    44        1:0        2:1      +   0.179 *0.821
    45        1:0        2:1      +   0.161 *0.839
    46        1:0        1:0         *0.771  0.229
    47        1:0        1:0         *0.997  0.003
    48        1:0        1:0         *0.997  0.003
    49        1:0        2:1      +   0.008 *0.992
    50        1:0        1:0         *1      0    
    51        1:0        1:0         *0.998  0.002
    52        1:0        1:0         *0.571  0.429
    53        1:0        1:0         *0.969  0.031
    54        1:0        2:1      +   0     *1    
    55        1:0        2:1      +   0.066 *0.934
    56        1:0        1:0         *1      0    
    57        1:0        1:0         *0.999  0.001
    58        1:0        1:0         *0.891  0.109
    59        1:0        1:0         *0.531  0.469
    60        1:0        1:0         *0.691  0.309
    61        1:0        2:1      +   0     *1    
    62        1:0        1:0         *0.828  0.172
    63        1:0        2:1      +   0.072 *0.928
    64        1:0        1:0         *0.996  0.004
    65        1:0        1:0         *1      0    
    66        1:0        1:0         *0.886  0.114
    67        1:0        1:0         *1      0    
     1        2:1        2:1          0.003 *0.997
     2        2:1        1:0      +  *0.959  0.041
     3        2:1        2:1          0     *1    
     4        2:1        2:1          0.12  *0.88 
     5        2:1        1:0      +  *0.736  0.264
     6        2:1        2:1          0     *1    
     7        2:1        2:1          0.066 *0.934
     8        2:1        2:1          0     *1    
     9        2:1        2:1          0.033 *0.967
    10        2:1        2:1          0.232 *0.768
    11        2:1        2:1          0.13  *0.87 
    12        2:1        2:1          0.274 *0.726
    13        2:1        2:1          0.252 *0.748
    14        2:1        2:1          0     *1    
    15        2:1        2:1          0     *1    
    16        2:1        2:1          0.036 *0.964
    17        2:1        2:1          0     *1    
    18        2:1        2:1          0.001 *0.999
    19        2:1        2:1          0     *1    
    20        2:1        1:0      +  *0.996  0.004
    21        2:1        2:1          0.267 *0.733
    22        2:1        1:0      +  *0.803  0.197
    23        2:1        1:0      +  *0.96   0.04 
    24        2:1        2:1          0.001 *0.999
    25        2:1        2:1          0.342 *0.658
    26        2:1        2:1          0     *1    
    27        2:1        2:1          0     *1    
    28        2:1        2:1          0.005 *0.995
    29        2:1        2:1          0.006 *0.994
    30        2:1        2:1          0     *1    
    31        2:1        2:1          0     *1    
    32        2:1        2:1          0     *1    
    33        2:1        2:1          0.477 *0.523
    34        1:0        2:1      +   0.202 *0.798
    35        1:0        1:0         *1      0    
    36        1:0        1:0         *0.832  0.168
    37        1:0        1:0         *1      0    
    38        1:0        1:0         *0.998  0.002
    39        1:0        1:0         *0.997  0.003
    40        1:0        2:1      +   0.224 *0.776
    41        1:0        1:0         *0.945  0.055
    42        1:0        2:1      +   0.002 *0.998
    43        1:0        1:0         *1      0    
    44        1:0        1:0         *0.51   0.49 
    45        1:0        2:1      +   0.144 *0.856
    46        1:0        1:0         *0.984  0.016
    47        1:0        1:0         *0.967  0.033
    48        1:0        1:0         *1      0    
    49        1:0        1:0         *0.988  0.012
    50        1:0        1:0         *1      0    
    51        1:0        1:0         *0.954  0.046
    52        1:0        1:0         *0.944  0.056
    53        1:0        2:1      +   0.14  *0.86 
    54        1:0        1:0         *0.963  0.037
    55        1:0        1:0         *0.779  0.221
    56        1:0        2:1      +   0.045 *0.955
    57        1:0        1:0         *0.983  0.017
    58        1:0        1:0         *0.998  0.002
    59        1:0        2:1      +   0.36  *0.64 
    60        1:0        1:0         *0.999  0.001
    61        1:0        1:0         *1      0    
    62        1:0        1:0         *0.733  0.267
    63        1:0        1:0         *0.787  0.213
    64        1:0        1:0         *0.992  0.008
    65        1:0        1:0         *0.978  0.022
    66        1:0        1:0         *0.996  0.004
    67        1:0        1:0         *0.797  0.203
     1        2:1        1:0      +  *0.981  0.019
     2        2:1        2:1          0.072 *0.928
     3        2:1        2:1          0.039 *0.961
     4        2:1        2:1          0     *1    
     5        2:1        2:1          0     *1    
     6        2:1        1:0      +  *0.999  0.001
     7        2:1        2:1          0     *1    
     8        2:1        2:1          0.223 *0.777
     9        2:1        1:0      +  *0.925  0.075
    10        2:1        2:1          0.095 *0.905
    11        2:1        2:1          0.148 *0.852
    12        2:1        2:1          0.003 *0.997
    13        2:1        1:0      +  *0.763  0.237
    14        2:1        2:1          0.075 *0.925
    15        2:1        1:0      +  *1      0    
    16        2:1        2:1          0     *1    
    17        2:1        2:1          0     *1    
    18        2:1        2:1          0     *1    
    19        2:1        2:1          0     *1    
    20        2:1        2:1          0.444 *0.556
    21        2:1        1:0      +  *0.937  0.063
    22        2:1        2:1          0.027 *0.973
    23        2:1        2:1          0.003 *0.997
    24        2:1        2:1          0     *1    
    25        2:1        2:1          0     *1    
    26        2:1        2:1          0.418 *0.582
    27        2:1        2:1          0.011 *0.989
    28        2:1        2:1          0.245 *0.755
    29        2:1        2:1          0.039 *0.961
    30        2:1        2:1          0     *1    
    31        2:1        2:1          0.195 *0.805
    32        2:1        2:1          0.286 *0.714
    33        2:1        1:0      +  *0.777  0.223
    34        1:0        2:1      +   0.246 *0.754
    35        1:0        2:1      +   0.302 *0.698
    36        1:0        2:1      +   0.117 *0.883
    37        1:0        1:0         *0.989  0.011
    38        1:0        1:0         *0.525  0.475
    39        1:0        1:0         *1      0    
    40        1:0        1:0         *0.999  0.001
    41        1:0        1:0         *0.982  0.018
    42        1:0        1:0         *0.959  0.041
    43        1:0        1:0         *0.99   0.01 
    44        1:0        1:0         *0.698  0.302
    45        1:0        1:0         *0.702  0.298
    46        1:0        1:0         *0.8    0.2  
    47        1:0        1:0         *0.771  0.229
    48        1:0        1:0         *0.935  0.065
    49        1:0        1:0         *0.995  0.005
    50        1:0        1:0         *0.641  0.359
    51        1:0        1:0         *0.984  0.016
    52        1:0        1:0         *0.976  0.024
    53        1:0        1:0         *0.997  0.003
    54        1:0        1:0         *0.671  0.329
    55        1:0        1:0         *0.997  0.003
    56        1:0        1:0         *1      0    
    57        1:0        2:1      +   0.463 *0.537
    58        1:0        1:0         *0.983  0.017
    59        1:0        1:0         *0.996  0.004
    60        1:0        1:0         *1      0    
    61        1:0        1:0         *0.959  0.041
    62        1:0        2:1      +   0.052 *0.948
    63        1:0        1:0         *0.89   0.11 
    64        1:0        1:0         *1      0    
    65        1:0        1:0         *0.997  0.003
    66        1:0        1:0         *0.989  0.011
    67        1:0        1:0         *1      0    
     1        2:1        1:0      +  *0.951  0.049
     2        2:1        2:1          0.017 *0.983
     3        2:1        2:1          0     *1    
     4        2:1        2:1          0.136 *0.864
     5        2:1        2:1          0.305 *0.695
     6        2:1        2:1          0.104 *0.896
     7        2:1        2:1          0     *1    
     8        2:1        1:0      +  *0.761  0.239
     9        2:1        2:1          0     *1    
    10        2:1        2:1          0     *1    
    11        2:1        2:1          0     *1    
    12        2:1        1:0      +  *0.862  0.138
    13        2:1        2:1          0.009 *0.991
    14        2:1        2:1          0     *1    
    15        2:1        2:1          0.012 *0.988
    16        2:1        1:0      +  *0.958  0.042
    17        2:1        2:1          0.087 *0.913
    18        2:1        2:1          0.237 *0.763
    19        2:1        1:0      +  *0.565  0.435
    20        2:1        2:1          0.001 *0.999
    21        2:1        2:1          0.453 *0.547
    22        2:1        2:1          0     *1    
    23        2:1        2:1          0.006 *0.994
    24        2:1        2:1          0.354 *0.646
    25        2:1        2:1          0     *1    
    26        2:1        2:1          0.154 *0.846
    27        2:1        2:1          0.072 *0.928
    28        2:1        2:1          0     *1    
    29        2:1        2:1          0.052 *0.948
    30        2:1        2:1          0     *1    
    31        2:1        2:1          0     *1    
    32        2:1        2:1          0     *1    
    33        2:1        2:1          0.006 *0.994
    34        1:0        1:0         *0.959  0.041
    35        1:0        2:1      +   0.193 *0.807
    36        1:0        1:0         *0.976  0.024
    37        1:0        1:0         *0.92   0.08 
    38        1:0        1:0         *1      0    
    39        1:0        1:0         *0.674  0.326
    40        1:0        1:0         *1      0    
    41        1:0        1:0         *1      0    
    42        1:0        2:1      +   0.048 *0.952
    43        1:0        1:0         *0.862  0.138
    44        1:0        1:0         *1      0    
    45        1:0        1:0         *0.793  0.207
    46        1:0        1:0         *0.963  0.037
    47        1:0        1:0         *0.778  0.222
    48        1:0        1:0         *0.999  0.001
    49        1:0        1:0         *1      0    
    50        1:0        1:0         *0.985  0.015
    51        1:0        1:0         *0.953  0.047
    52        1:0        1:0         *0.823  0.177
    53        1:0        1:0         *1      0    
    54        1:0        1:0         *0.583  0.417
    55        1:0        2:1      +   0.235 *0.765
